date,SO2_GijonGlobal,NO_GijonGlobal,NO2_GijonGlobal,CO_GijonGlobal,PM10_GijonGlobal,O3_GijonGlobal,velmedia_GijonCampus,racha_GijonCampus,tmed_Gijon,prec_Gijon,sol_Gijon,presMin_Gijon,presMax_Gijon,dir_Gijon,velmedia_Gijon,racha_Gijon,C01_BibioArenaMestas_trafico,C02_CentroPlaya_trafico,C03_CentroLlano_trafico,C04_LaviadaPoligono_trafico,C05_CotoViesques_trafico,C06_LlanoPumarin_trafico,C07_LlanoMontevil_trafico,C08_NuevoGijonBrana_trafico,C09_LaCalzada_trafico,C10_ContruecesGijonSurRoces_trafico,C11_NatahoyoMoredaTremañes_trafico,C12_Ceares_trafico,ICA_PM25_target
2021-11-05,146.0,87.0,72.0,1.67,82.0,63.0,1.1,9.2,10.833333333333334,6.033333333333334,2.5,1018.4333333333334,1024.5,19.5,1.8,9.2,3989.0,3604.5,3488.0,4672.0,3473.0,3473.0,2778.0,3430.0,3574.0,2635.5,2837.5,6433.0,0.0
2020-02-18,17.0,74.0,73.0,0.92,99.0,79.0,1.7,6.7,9.1,0.0,8.966666666666667,1027.3,1029.3666666666666,29.0,2.95,7.800000000000001,4702.5,4536.5,3594.0,6656.0,4123.0,2412.0,2621.5,3305.5,3017.0,2604.0,3258.5,6589.0,0.0
2022-05-10,7.0,9.0,40.0,1.1,79.0,96.0,1.9,6.4,14.966666666666669,0.0,9.533333333333331,1012.7,1016.7,31.5,2.5,8.05,4099.5,3373.0,3301.0,4048.0,2919.0,1981.5,3348.5,2739.0,3169.0,2325.0,2836.5,5648.0,0.0
2019-03-05,8.0,44.0,56.0,1.33,86.0,92.0,2.2,10.3,12.8,1.4,6.733333333333333,991.6333333333332,1010.1,57.5,2.6500000000000004,9.3,2926.0,3218.0,2478.0,3581.0,1952.0,1270.0,1600.0,1883.5,1854.0,1639.0,1724.0,3556.0,1.0
2021-06-22,10.0,17.0,46.0,1.37,70.0,71.0,1.4,8.9,15.466666666666669,7.966666666666666,0.0333333333333333,1008.9666666666668,1018.1,67.0,2.25,11.4,3768.0,3358.5,2617.0,4512.0,3416.0,2293.0,2549.0,3388.5,3118.0,2601.0,2838.5,5917.0,0.0
2019-04-15,24.0,183.0,56.0,2.03,85.0,93.0,1.7,11.7,13.0,8.799999999999999,0.2333333333333333,999.2666666666668,1011.9333333333334,50.0,3.0500000000000003,12.5,3589.0,4796.0,3208.0,5525.0,3172.0,2336.0,2443.0,3047.0,2902.0,2452.0,2929.5,6138.0,0.0
2019-03-28,9.0,68.0,77.0,0.84,75.0,111.0,3.1,10.3,9.6,0.0,10.566666666666668,1020.6333333333332,1024.7,10.5,3.9,11.8,4853.0,4762.5,3364.0,5840.5,3889.0,2407.0,2614.5,3566.5,3018.0,2553.0,3295.5,6626.0,0.0
2020-02-14,11.0,133.0,74.0,3.26,131.0,72.0,1.4,5.3,12.5,0.0,8.833333333333334,1016.4333333333334,1019.4333333333334,12.0,2.1,6.800000000000001,5095.0,5064.0,4106.0,7521.0,4235.0,2627.5,2829.0,3492.0,3218.0,2783.0,3502.5,6891.0,0.0
2022-04-02,8.0,9.0,44.0,0.49,59.0,122.0,2.5,6.7,7.533333333333334,3.2,9.45,1016.1666666666666,1018.6666666666666,29.0,2.65,7.800000000000001,2706.0,2880.0,2997.5,3302.5,2173.0,1596.5,2429.0,2034.0,2596.0,2160.0,1632.0,4083.0,0.0
2020-01-13,66.0,316.0,92.0,8.48,294.0,30.0,0.8,3.1,11.766666666666667,0.4333333333333334,4.2,1006.6333333333332,1020.0666666666666,62.0,2.05,8.200000000000001,4832.0,4206.5,3495.0,8584.5,3915.0,2340.5,2593.5,3238.0,3089.0,2704.0,3114.5,6482.0,1.0
2019-06-07,31.0,22.0,43.0,2.14,37.0,87.0,3.6,12.8,13.833333333333334,1.7333333333333334,6.9,996.8666666666668,1017.4,63.5,5.95,16.700000000000003,4914.0,5145.0,3677.0,6571.5,3618.0,2605.5,2743.0,3502.5,3184.0,2748.0,3229.0,6775.0,0.0
2022-09-16,3.0,10.0,35.0,0.34,41.0,90.0,1.4,8.9,19.9,0.1,1.15,1011.3,1013.0,30.0,2.1,8.9,3268.0,3466.5,3392.0,4141.0,3003.0,2199.0,2996.0,2661.0,2951.0,2241.5,3136.0,6256.0,0.0
2023-06-25,14.0,9.0,40.0,1.45,49.0,89.0,2.8,8.1,21.0,0.1666666666666666,7.05,1011.7,1017.6666666666666,64.0,2.95,9.2,2576.0,2744.5,2580.0,2610.5,1605.0,1115.5,1896.0,1570.0,1778.0,1169.0,1516.0,3361.0,0.0
2021-02-22,11.0,35.0,63.0,2.88,90.0,85.0,1.9,6.9,10.066666666666665,0.0666666666666666,8.633333333333333,1007.0,1016.9666666666668,54.0,2.75,7.6,3778.5,3351.0,2750.0,3798.0,3344.0,1840.0,2410.5,2729.0,2650.0,2233.5,2491.5,5546.0,0.0
2022-07-25,22.0,20.0,34.0,1.22,78.0,60.0,3.3,9.2,20.0,0.0333333333333333,7.1,1013.5333333333334,1017.4666666666668,33.0,3.05,8.5,3447.0,3806.0,3246.0,4353.5,2720.0,1926.0,3018.5,2522.5,2838.0,2475.5,2860.5,5430.0,0.0
2021-12-31,28.0,165.0,67.0,1.33,138.0,44.0,0.8,4.7,13.666666666666666,0.0,7.5,1013.2333333333332,1017.0,20.5,2.35,6.949999999999999,2430.0,2792.5,2221.0,3371.0,2598.0,1992.0,2292.0,2350.0,2762.0,2172.0,1811.5,4987.0,1.0
2020-08-11,5.0,39.0,44.0,0.89,65.0,95.0,1.1,6.1,21.866666666666664,22.566666666666663,1.7333333333333334,1004.2,1007.2999999999998,51.0,1.25,9.3,3335.5,3442.5,3176.0,4251.0,3178.0,2088.0,2130.0,2559.0,2477.0,2098.5,2657.0,5325.0,0.0
2021-04-24,18.0,11.0,53.0,1.36,175.0,97.0,1.4,6.9,17.03333333333333,3.9,8.399999999999999,1004.2666666666668,1007.4333333333334,18.0,3.05,9.15,2902.5,2979.0,2212.0,2859.0,2382.0,1361.5,2059.0,1980.0,2498.0,1996.5,1738.0,4080.0,0.0
2020-07-13,2.0,61.0,54.0,0.9,74.0,108.0,1.7,7.2,19.6,0.0,13.8,1017.1,1018.6333333333332,5.5,2.4,7.5,3495.0,3754.5,2822.0,4330.0,2898.0,2109.0,2213.0,2831.0,2649.0,2217.0,2871.5,5516.0,0.0
2021-11-30,18.0,145.0,80.0,5.26,72.0,53.0,1.1,,11.0,0.05,4.966666666666666,1016.7,1021.2333333333332,19.0,1.8,9.2,4251.5,3327.5,3157.0,4237.0,3627.0,3627.0,2753.0,3116.5,3294.0,2403.0,2451.0,5899.5,1.0
2020-01-09,58.0,107.0,68.0,3.28,174.0,81.0,3.1,17.5,13.733333333333334,6.2,4.466666666666666,1011.9,1021.7666666666668,30.5,5.45,20.85,4723.5,4631.5,4358.0,6904.0,4146.0,2464.5,2764.0,3458.0,2981.0,2907.5,3356.0,6924.0,0.0
2020-07-20,4.0,22.0,23.0,0.81,53.0,96.0,1.7,6.7,20.33333333333333,0.0,0.9666666666666668,1011.2333333333332,1014.1333333333332,3.5,1.95,6.95,3517.5,3603.5,2924.0,4171.5,3428.0,2119.0,2127.0,2791.5,2745.0,2280.5,2818.5,5305.0,0.0
2020-07-16,3.0,20.0,24.0,0.34,25.0,80.0,2.8,9.2,19.866666666666667,0.0,9.45,1016.2666666666668,1017.8333333333334,4.0,3.6,9.45,3622.0,3810.5,3043.0,4242.5,3385.0,2157.5,2205.5,2833.0,2645.0,2335.5,2929.0,5563.0,0.0
2019-10-16,7.0,120.0,66.0,1.72,45.0,56.0,1.4,6.9,18.166666666666668,13.3,1.7666666666666666,1003.3666666666668,1006.2,20.5,2.1,10.65,5068.0,4528.5,3667.0,13436.5,4175.0,2605.0,2590.5,3228.5,2934.0,2628.5,3035.5,6348.0,0.0
2020-01-20,6.0,10.0,24.0,0.38,53.0,95.0,4.7,14.7,7.866666666666667,2.0,2.2,1028.0666666666666,1031.9,7.5,5.550000000000001,16.4,4435.0,4395.5,3761.0,8628.5,3471.0,2340.5,2492.0,2939.0,2834.0,2479.0,2758.5,6101.0,0.0
2020-01-15,18.0,48.0,56.0,1.37,79.0,84.0,1.9,14.2,11.5,2.8666666666666667,1.3333333333333333,1002.1,1014.2333333333332,31.0,3.85,15.55,4381.5,4531.5,4014.0,7230.5,3726.0,2383.0,2525.0,3110.5,2911.0,2653.0,2980.5,6193.0,1.0
2023-08-10,9.0,25.0,49.0,1.7,68.0,88.0,2.2,11.9,23.0,0.0,12.8,1012.9333333333332,1016.7666666666668,50.5,2.6500000000000004,9.85,3796.0,3427.5,3998.0,4200.0,2617.0,1856.5,3002.0,2652.5,3003.0,2211.0,2819.5,5741.0,0.0
2020-03-16,6.0,29.0,55.0,1.27,36.0,101.0,2.8,10.8,9.3,1.4,5.4,1010.8666666666668,1021.6666666666666,20.0,2.65,11.1,2436.5,1777.5,1647.0,5790.0,1674.0,953.0,1265.0,1608.5,1680.0,1320.5,1636.5,2695.0,0.0
2023-05-29,11.0,16.0,72.0,1.47,87.0,129.0,1.9,6.9,18.03333333333333,0.0,10.35,1007.0,1009.3333333333334,50.5,2.5,6.5,4019.0,3420.5,3160.0,4007.0,2816.0,1883.5,3274.0,2743.0,2987.5,1816.5,2973.5,5801.0,1.0
2023-09-21,9.0,29.0,76.0,1.41,79.0,91.0,2.5,12.8,18.53333333333333,0.4333333333333334,5.65,996.9666666666668,1003.5666666666666,26.5,4.6,15.7,3297.0,2722.5,3433.0,3652.0,3087.0,2156.0,3223.0,2728.5,2951.5,1771.0,3019.0,5686.0,0.0
2020-06-09,7.0,14.0,36.0,0.43,43.0,85.0,2.5,,15.633333333333333,0.0,6.400000000000001,1014.4666666666666,1015.9333333333334,99.0,2.8,7.2,3112.0,3095.5,2352.0,3788.5,2597.0,1903.5,2036.5,2419.5,2342.0,1965.0,2591.5,4950.0,0.0
2022-03-16,18.0,15.0,53.0,1.31,126.0,94.0,1.9,7.2,11.3,3.4,0.0,1008.8666666666668,1022.3333333333334,26.0,2.9,8.45,3432.0,3026.0,2899.0,3850.0,3174.0,1917.0,2835.0,2987.5,2882.0,2287.0,2547.5,5660.0,0.0
2023-03-19,14.0,11.0,41.0,1.1,44.0,89.0,1.9,7.5,11.4,0.0,8.7,1015.4,1018.4333333333334,63.0,2.05,9.45,2295.0,2857.0,2251.0,2728.0,1497.0,1235.0,1936.0,1753.5,1692.0,1211.0,1397.5,3592.0,0.0
2019-10-13,19.0,38.0,43.0,5.3,45.0,86.0,1.7,10.0,16.96666666666667,10.25,0.5333333333333333,999.1333333333332,1004.7666666666668,30.5,2.1,11.4,2831.0,3232.0,2813.0,7048.5,2201.0,1373.0,1551.0,1657.0,1832.0,1560.0,1506.0,3678.0,0.0
2021-01-26,27.0,205.0,72.0,5.89,109.0,38.0,0.6,,11.833333333333334,0.4333333333333334,0.8666666666666666,1012.2666666666668,1016.3333333333334,22.0,1.25,9.2,3497.0,3117.0,2337.0,3691.0,3193.0,1863.5,2314.5,2719.5,2691.0,2176.5,2658.5,5247.0,0.0
2023-02-05,3.0,5.0,21.0,0.38,43.0,80.0,2.8,11.1,10.5,0.0,0.2,1029.2333333333331,1033.9,7.5,3.2,11.95,2062.0,2208.0,2015.0,2494.5,1281.0,1113.0,1814.0,1435.0,1715.0,1126.0,1282.0,3216.0,0.0
2019-12-21,18.0,44.0,46.0,1.04,40.0,93.0,3.3,23.6,13.2,6.95,1.933333333333333,983.0333333333332,996.0666666666666,26.5,6.800000000000001,26.8,3940.0,4350.5,3909.0,5522.5,2894.0,2183.5,2289.0,2625.0,2545.0,2472.0,2031.5,5665.0,0.0
2023-09-06,11.0,31.0,62.0,5.0,64.0,124.0,1.1,7.5,23.433333333333334,0.0,8.05,1007.9333333333332,1009.3,14.5,2.2,8.35,3596.0,2657.0,3352.0,3767.0,2386.0,1791.5,2950.0,2755.0,2282.0,1910.0,2750.5,5641.5,0.0
2023-10-23,8.0,23.0,51.0,1.06,49.0,76.0,1.1,5.3,13.0,3.15,0.25,995.8666666666668,1004.2666666666668,26.0,2.2,8.9,3096.0,3228.5,3060.0,3380.5,2851.0,1960.5,3177.0,2891.0,2999.0,2450.0,3343.5,5454.5,0.0
2019-12-15,15.0,28.0,55.0,0.76,72.0,87.0,0.6,7.5,13.133333333333333,22.23333333333333,0.0,997.5,1002.9,28.5,1.15,11.4,2792.0,2959.0,3041.0,3864.5,2062.0,1355.0,1557.0,1895.0,1750.0,1541.5,1399.0,3530.0,0.0
2022-05-16,11.0,67.0,43.0,6.04,83.0,90.0,1.7,9.4,17.733333333333334,0.0,10.133333333333333,1007.6333333333332,1011.4,3.5,2.5,9.55,4131.0,3314.0,3342.0,4036.0,3099.0,2126.5,3351.0,2786.5,3166.0,2541.0,2992.0,5452.0,0.0
2019-07-22,4.0,16.0,21.0,0.99,30.0,58.0,2.2,7.5,22.100000000000005,0.2666666666666666,0.4666666666666667,1009.6,1016.3333333333334,54.0,2.75,7.9,4110.0,4845.0,3240.0,5510.5,3565.0,2237.5,2292.0,3091.5,2770.0,2314.5,3112.5,5929.0,0.0
2022-08-05,3.0,8.0,22.0,0.29,42.0,73.0,1.7,7.8,18.73333333333333,3.1666666666666665,0.0,1013.4333333333334,1016.2666666666668,5.5,2.65,8.75,3196.0,3777.0,3238.0,3955.5,2555.0,2038.0,2888.0,2408.0,2728.0,2253.5,2926.5,5260.0,0.0
2023-05-07,5.0,12.0,34.0,0.61,42.0,87.0,1.9,8.3,15.366666666666667,0.0,6.4,1013.3666666666668,1018.9666666666668,66.5,2.05,7.050000000000001,2468.0,2666.0,2175.0,2731.5,1280.0,1199.0,2261.0,1612.0,1137.5,1132.0,1485.0,4079.0,0.0
2022-02-18,27.0,61.0,42.0,1.74,78.0,76.0,2.2,10.0,9.833333333333334,4.1000000000000005,0.75,1009.5,1020.5666666666668,65.5,3.6,11.4,3967.5,3419.0,3142.0,4460.0,3554.0,2263.0,2822.0,3159.5,3383.0,2633.0,1907.0,6177.5,0.0
2023-11-20,5.0,15.0,52.0,0.67,106.0,93.0,1.7,6.9,12.9,6.9,0.0,1016.5666666666666,1020.3666666666668,29.5,2.1,8.600000000000001,2555.0,3043.5,3060.0,3330.0,3038.0,1972.5,3147.0,2943.0,3199.5,2418.0,3206.5,5879.5,1.0
2020-06-05,9.0,16.0,31.0,0.88,47.0,82.0,4.2,9.7,15.666666666666666,0.0,7.5,1006.8333333333334,1008.7666666666668,65.5,4.45,10.25,3400.0,3454.0,2524.0,4270.5,2818.0,1901.5,2176.5,2549.0,2578.0,1897.5,2684.5,5126.0,0.0
2021-08-01,14.0,29.0,25.0,0.8,79.0,68.0,1.9,6.7,18.366666666666667,0.0333333333333333,9.1,1010.7,1012.3333333333334,11.5,2.05,6.95,2895.5,3015.0,1915.0,2851.0,1575.0,1156.0,1636.0,1541.5,1999.0,1309.5,1458.5,3397.5,0.0
2019-12-23,16.0,190.0,87.0,4.06,155.0,87.0,1.1,5.8,13.5,0.0,1.7333333333333334,1014.4,1016.7999999999998,21.0,2.1,11.1,4653.0,4983.0,4229.0,9557.0,4107.0,2792.0,2708.5,3368.0,3214.0,2899.5,3183.0,6881.0,1.0
2019-12-01,4.0,18.0,48.0,1.02,39.0,74.0,2.5,11.7,9.6,32.2,0.0333333333333333,1001.9,1013.3,52.0,3.2,12.25,3070.0,3063.0,3085.0,4125.5,2294.0,1386.0,1574.5,1799.0,1858.0,1616.5,1435.5,3704.0,0.0
2021-04-25,8.0,15.0,32.0,0.96,48.0,102.0,1.9,7.2,16.5,12.433333333333332,5.75,1000.3666666666668,1005.1333333333332,63.0,2.35,7.75,2344.5,2258.0,1572.0,2013.0,1833.0,996.5,1530.0,1332.5,1862.0,1343.5,1277.5,3041.5,0.0
2022-12-26,8.0,23.0,55.0,0.47,106.0,74.0,1.1,4.4,12.5,0.1666666666666666,1.15,1012.5,1023.6333333333332,29.0,2.2,5.800000000000001,2479.0,2570.0,2328.0,2880.5,1386.0,1328.5,2036.0,1695.0,1725.0,1369.5,1538.5,3235.0,0.0
2022-11-27,27.0,24.0,39.0,9.82,118.0,68.0,2.5,10.8,12.4,7.566666666666667,0.3,1011.3666666666668,1016.1333333333332,99.0,3.75,12.9,1833.0,2145.0,2312.0,2608.5,1371.0,1225.5,2030.0,1664.0,1595.0,1331.0,1378.5,3545.0,0.0
2019-06-17,15.0,26.0,55.0,0.83,69.0,76.0,1.7,5.3,17.033333333333335,0.0,0.0,1006.3,1012.3333333333334,64.5,1.4,5.0,4660.0,4492.5,3327.0,5478.5,3882.0,2329.5,2501.5,3263.0,2841.0,2542.5,3150.5,6101.0,0.0
2022-05-12,4.0,7.0,26.0,0.35,40.0,82.0,2.2,7.2,15.933333333333332,0.1,0.4333333333333333,1013.1333333333332,1017.0666666666666,5.0,2.9000000000000004,8.05,4146.0,3279.0,3373.0,3934.0,3100.0,2096.0,3313.0,2875.0,2986.0,2312.0,2964.5,5628.5,0.0
2020-08-09,4.0,14.0,31.0,0.64,78.0,83.0,1.7,5.6,21.46666666666667,0.8333333333333334,0.3333333333333333,1007.9666666666668,1011.6333333333332,64.0,2.25,6.699999999999999,2785.0,2785.5,2179.0,2929.0,1576.0,1184.0,1349.0,1470.5,1616.0,1229.0,1326.5,3194.0,0.0
2021-06-28,26.0,23.0,36.0,3.53,101.0,70.0,3.6,11.7,16.066666666666666,1.5666666666666669,0.25,1008.8,1015.1666666666666,25.0,5.55,14.3,3272.5,3207.5,2733.0,4037.0,2799.0,1965.5,2353.0,3068.5,2840.0,2343.0,2393.5,5340.0,0.0
2023-03-15,15.0,48.0,56.0,3.25,126.0,88.0,1.7,8.9,12.333333333333334,0.0,11.05,1004.3666666666668,1015.8666666666668,6.0,2.65,8.9,4337.0,3455.0,3010.0,3831.5,2720.0,2061.5,3131.0,2908.5,2870.0,2176.5,2931.5,5762.0,1.0
2021-12-25,14.0,86.0,58.0,1.04,126.0,43.0,0.3,3.3,12.433333333333332,0.3666666666666667,1.8,995.1,1001.5666666666666,66.0,1.0,4.699999999999999,1733.5,2280.5,1789.0,2409.0,1519.0,1124.5,1455.0,1494.0,1553.0,1253.0,997.0,3010.0,1.0
2023-12-03,18.0,64.0,64.0,0.78,63.0,96.0,1.7,9.7,9.433333333333332,0.5,2.95,999.1,1014.3666666666668,15.5,2.65,10.7,1779.0,2129.5,1848.0,2466.5,1818.0,1182.5,1793.0,1463.0,1664.5,1242.0,1480.5,3243.5,
2022-03-25,8.0,32.0,57.0,0.53,74.0,115.0,2.5,8.6,12.7,0.0,3.05,1011.0,1014.2,51.5,2.5,7.9,3543.5,3401.0,3680.5,4322.0,3207.0,2136.0,3329.0,3023.5,3195.0,2455.5,2796.0,5902.0,0.0
2019-04-16,13.0,68.0,62.0,1.33,45.0,100.0,3.1,9.7,11.966666666666669,0.0,8.266666666666667,1003.4333333333334,1011.9666666666666,9.5,3.9,11.1,4167.0,4961.0,3423.0,5694.5,3374.0,2368.5,2397.5,3151.5,2806.0,2421.0,2884.5,6046.0,0.0
2020-08-18,10.0,43.0,49.0,1.18,36.0,61.0,1.9,5.6,21.399999999999995,0.8333333333333334,2.3666666666666667,1002.7000000000002,1007.4333333333334,50.5,2.5,6.699999999999999,3579.0,3635.0,2979.0,4325.5,2954.0,1964.0,2162.0,2568.0,2514.0,2072.5,2766.5,5365.0,0.0
2022-08-07,5.0,13.0,34.0,0.35,48.0,107.0,2.5,10.3,21.933333333333337,0.0666666666666666,10.45,1010.1333333333332,1012.8333333333334,7.5,3.75,11.4,3092.0,3139.0,2327.0,3138.0,1408.0,1260.0,1689.0,1574.0,1739.0,1446.0,1615.5,3776.0,0.0
2020-03-18,5.0,9.0,26.0,0.87,39.0,82.0,1.9,5.8,12.4,0.05,4.2,1016.0,1021.4,54.0,2.2,5.4,2278.5,1634.0,1757.0,3609.5,1489.0,860.5,1128.0,1428.0,1477.0,1196.0,1430.0,2473.0,0.0
2023-07-17,6.0,29.0,40.0,0.73,89.0,74.0,2.2,9.2,18.46666666666667,0.0,0.55,1011.2333333333332,1014.9,7.5,3.3000000000000003,9.75,3371.0,2845.5,3329.0,3661.0,2669.0,1794.5,3000.0,2676.0,2978.5,2052.5,2857.5,5465.0,0.0
2022-03-09,20.0,157.0,68.0,0.92,80.0,84.0,2.2,10.3,12.0,6.766666666666667,0.1,1005.7,1012.0666666666666,29.5,2.9000000000000004,11.0,4004.0,3141.0,2974.0,4017.0,3430.0,2152.5,2546.0,3021.5,3188.0,2452.5,2619.0,5822.0,0.0
2023-05-03,11.0,108.0,60.0,1.6,80.0,104.0,1.7,10.3,19.26666666666667,6.5,3.8,1001.4333333333334,1008.3666666666668,27.5,2.25,12.1,4115.0,3428.5,3012.0,4224.0,2724.0,1988.0,3124.0,3012.0,2723.0,2178.0,3224.5,5965.0,0.0
2019-08-17,22.0,22.0,51.0,5.43,55.0,73.0,1.9,7.5,21.933333333333337,1.4333333333333336,12.666666666666666,1004.4333333333334,1010.0333333333332,15.5,2.2,8.2,4073.0,4715.0,3216.0,4492.5,2493.0,1583.0,1746.0,2085.5,2557.0,1864.5,1701.0,4419.0,0.0
2019-06-09,7.0,11.0,27.0,0.41,23.0,83.0,1.1,5.6,13.199999999999998,0.0666666666666666,0.0333333333333333,1012.7666666666668,1016.3666666666668,11.5,1.65,6.4,2836.0,3352.5,2593.0,3323.5,2089.0,1311.5,1521.0,1647.5,1870.0,1571.0,1429.5,3770.0,0.0
2023-05-16,7.0,24.0,52.0,0.64,64.0,116.0,2.5,10.0,13.5,0.0,4.35,1016.2666666666668,1018.5333333333334,54.0,3.6,10.4,4050.0,3446.5,2934.0,3878.0,2690.0,1895.0,2717.0,2842.5,2951.5,2278.5,3118.0,5738.0,0.0
2022-12-12,7.0,126.0,86.0,1.3,81.0,65.0,1.1,10.0,12.933333333333332,12.9,1.5,987.2000000000002,1001.9,62.0,3.35,13.05,4014.0,3150.0,3319.0,4130.5,3021.0,2228.0,3375.0,3038.5,3004.0,2400.0,3335.5,5899.0,1.0
2022-06-26,10.0,12.0,21.0,1.08,50.0,74.0,2.5,7.8,15.699999999999998,1.5,7.75,1008.7666666666668,1013.7666666666668,32.5,2.65,7.5,2376.0,2466.5,2394.0,2777.0,1793.0,1079.0,1759.0,1408.5,1871.0,1153.0,1329.5,3592.0,0.0
2023-01-05,9.0,101.0,67.0,3.03,85.0,55.0,1.1,4.2,11.433333333333332,0.0,7.949999999999999,1019.5666666666666,1026.2,10.0,1.95,7.25,3138.0,3265.5,3419.0,4357.5,3090.0,2318.0,3422.0,2932.0,2908.0,2270.5,2918.0,5680.0,1.0
2022-01-11,7.0,16.0,51.0,0.45,34.0,78.0,1.1,5.0,12.233333333333334,3.2999999999999994,0.6,1021.2666666666668,1026.1666666666667,7.0,1.95,6.65,3748.0,2992.5,2735.0,3624.0,3073.0,1991.5,2502.0,2868.0,2835.0,2390.0,2566.0,5421.5,0.0
2021-02-20,5.0,9.0,21.0,0.42,64.0,82.0,2.8,16.7,17.2,0.1999999999999999,4.8,993.0666666666666,999.5,57.5,3.05,15.55,2381.5,2665.0,1821.0,2281.0,2337.0,1149.5,1672.5,1691.0,2195.0,1689.5,1535.0,3471.0,0.0
2020-08-19,6.0,44.0,52.0,0.59,98.0,92.0,1.9,11.1,24.166666666666668,0.6333333333333333,8.366666666666667,995.5333333333332,1002.7333333333332,15.5,2.05,13.75,3773.0,3717.0,3061.0,4318.0,2912.0,1910.0,2133.5,2568.0,2486.0,2104.0,2658.5,5338.0,0.0
2020-02-12,3.0,106.0,61.0,1.72,204.0,82.0,1.1,,11.4,1.25,4.833333333333333,1009.9,1019.2,19.0,1.4,6.1,4790.0,4646.0,3752.0,6864.0,4183.0,2464.0,2604.5,3396.0,3046.0,2652.5,3225.5,6460.0,0.0
2020-08-25,14.0,50.0,45.0,1.86,45.0,75.0,1.7,8.9,21.76666666666667,0.1333333333333333,10.866666666666667,1006.9666666666668,1013.3666666666668,67.0,2.4,8.35,3699.0,3569.0,2899.0,3987.0,2765.0,2053.0,2129.5,2549.5,2678.0,2003.5,2759.5,5301.0,0.0
2019-06-16,7.0,12.0,31.0,0.42,28.0,92.0,2.2,9.4,15.433333333333332,0.0,12.3,1012.2666666666668,1015.6666666666666,5.5,2.5,9.15,4037.0,4026.0,2499.0,3606.0,2429.0,1353.0,1621.0,1809.0,2092.0,1612.0,1511.0,4073.0,0.0
2019-07-18,11.0,50.0,33.0,0.91,48.0,70.0,2.2,5.6,18.7,0.0,10.5,1011.9666666666668,1013.5,29.0,2.05,7.25,4520.0,5239.0,3233.0,6231.0,3452.0,2245.5,2413.5,3136.5,2782.0,2423.5,3087.0,6173.0,0.0
2023-05-14,6.0,5.0,14.0,1.06,40.0,121.0,1.9,6.9,15.133333333333336,0.8333333333333334,4.45,1017.4666666666668,1019.2666666666668,32.5,2.05,6.5,2168.0,2432.5,2243.0,2567.5,1373.0,1111.5,1732.0,1484.5,1815.5,1312.5,1462.0,3432.0,0.0
2021-08-20,25.0,79.0,43.0,0.55,98.0,91.0,1.9,6.1,19.73333333333333,0.0,9.25,1007.3666666666668,1011.4666666666668,50.0,2.35,6.1,3616.5,4144.5,3143.0,4364.0,2733.0,2018.0,2434.0,2777.0,3269.0,2333.5,2631.0,5498.5,0.0
2023-12-20,7.0,15.0,49.0,0.75,78.0,114.0,1.9,11.7,11.233333333333334,1.4333333333333331,1.6,1026.5,1031.6333333333334,67.5,2.05,10.0,2728.0,3533.0,3514.0,3972.0,3020.0,2298.5,3095.0,2968.5,2936.5,2539.0,3214.5,6076.5,
2023-09-02,6.0,12.0,21.0,0.74,37.0,104.0,2.5,6.4,18.866666666666667,4.633333333333334,1.35,1007.7333333333332,1010.8333333333334,24.0,2.1,8.600000000000001,184.0,216.0,473.0,370.5,123.0,127.0,167.0,152.0,0.0,54.0,211.0,321.5,0.0
2020-02-11,18.0,42.0,58.0,1.91,107.0,76.0,2.2,7.5,11.6,0.9666666666666668,0.1333333333333333,1019.9666666666668,1021.9666666666668,65.5,3.05,9.6,4781.0,4473.0,3687.0,6937.0,4059.0,2414.0,2755.0,3339.0,3115.0,2585.5,3261.5,6706.0,0.0
2021-04-01,25.0,114.0,91.0,1.05,221.0,76.0,1.1,6.4,18.166666666666668,0.0666666666666666,1.55,1001.9333333333334,1008.8,15.0,2.2,9.45,1609.5,1714.0,1240.0,1646.0,1303.0,769.5,1082.5,1137.5,1441.0,1157.5,15.5,2617.0,1.0
2023-03-18,16.0,11.0,44.0,2.2,60.0,86.0,4.2,13.9,13.133333333333333,3.2,1.95,1003.7,1015.4333333333334,26.0,5.85,15.0,2576.0,2887.0,2603.0,3091.5,2001.0,1570.0,2523.0,2328.0,2196.5,1807.0,1939.5,4225.0,0.0
2022-06-16,12.0,18.0,47.0,0.93,251.0,120.0,2.2,11.4,23.433333333333337,0.0,9.6,1009.4333333333334,1016.0333333333332,27.5,2.75,14.75,4013.0,3629.5,3420.0,4477.5,3274.0,2038.0,3385.5,2842.0,3086.0,2212.0,3052.0,5589.0,1.0
2020-03-12,5.0,43.0,61.0,0.56,48.0,101.0,2.2,7.8,11.733333333333334,3.6,0.0,1015.9,1019.9,21.0,2.05,7.25,4356.0,4299.5,3505.0,6247.5,3712.0,2286.0,2558.5,3386.0,2963.0,2507.5,3015.0,6229.0,0.0
2022-06-23,9.0,19.0,47.0,1.91,61.0,83.0,1.4,6.4,17.933333333333334,7.3,2.433333333333333,1005.2333333333332,1009.6,67.0,2.25,6.800000000000001,3577.0,3221.0,3314.0,4062.0,3038.0,1913.0,3176.0,2672.5,2938.0,2248.0,2965.5,5487.0,1.0
